dataset,question_num,report,phase,task_idx,rating,expected
abstention,1,probe-log,post,0.0,1.0,1.0003
abstention,1,probe-log,post,1.0,1.0,1.0002
abstention,1,probe-log,post,1.0,1.0,1.0001
abstention,1,probe-log,post,1.0,1.0,1.0002
abstention,1,probe-log,post,1.0,1.0,1.0001
abstention,1,probe-log,post,1.0,1.0,1.0001
abstention,1,probe-log,post,2.0,1.0,1.0001
abstention,1,probe-log,post,2.0,1.0,1.0001
abstention,1,probe-log,post,2.0,1.0,1.0001
abstention,1,probe-log,post,2.0,1.0,1.0001
abstention,1,probe-log,post,2.0,1.0,1.0001
abstention,1,probe-log-inline,post,0.0,0.0,4.7595
abstention,1,probe-log-inline,post,0.0,7.0,4.0032
abstention,1,probe-log-inline,post,0.0,3.0,2.2323
abstention,1,probe-log-inline,post,0.0,2.0,3.0624
abstention,1,probe-log-inline,post,0.0,2.0,3.0624
abstention,1,probe-log-inline,post,1.0,2.0,1.9845
abstention,1,probe-log-inline,post,1.0,7.0,5.8882
abstention,1,probe-log-inline,post,1.0,4.0,5.9995
abstention,1,probe-log-inline,post,1.0,7.0,5.9995
abstention,1,probe-log-inline,post,1.0,4.0,5.9995
abstention,10,personal,pre,,1.0,1.0
abstention,10,personal,pre,,1.0,1.0
abstention,10,personal,pre,,1.0,1.0
abstention,10,personal,pre,,1.0,1.0
abstention,10,personal,pre,,1.0,1.0
abstention,10,personal,post,0.0,1.0,1.0
abstention,10,personal,post,0.0,1.0,1.0
abstention,10,personal,post,0.0,1.0,1.0
abstention,10,personal,post,0.0,1.0,1.0
abstention,10,personal,post,0.0,1.0,1.0
abstention,10,personal,post,1.0,1.0,1.0
abstention,10,personal,post,1.0,1.0,1.0
abstention,10,personal,post,1.0,1.0,1.0
abstention,10,personal,post,1.0,1.0,1.0
abstention,10,personal,post,1.0,1.0,1.0
abstention,10,personal,post,2.0,1.0,1.0
abstention,10,personal,post,2.0,1.0,1.0
abstention,10,personal,post,2.0,1.0,1.0
abstention,10,personal,post,2.0,1.0,1.0
abstention,10,personal,post,2.0,1.0,1.0
abstention,10,halfpersonal,pre,,1.0,1.0002
abstention,10,halfpersonal,pre,,1.0,1.0002
abstention,10,halfpersonal,pre,,1.0,1.0002
abstention,10,halfpersonal,pre,,1.0,1.0002
abstention,10,halfpersonal,pre,,1.0,1.0002
abstention,10,halfpersonal,post,0.0,1.0,1.0
abstention,10,halfpersonal,post,0.0,1.0,1.0
abstention,10,halfpersonal,post,0.0,1.0,1.0
abstention,10,halfpersonal,post,0.0,1.0,1.0
abstention,10,halfpersonal,post,0.0,1.0,1.0
abstention,10,halfpersonal,post,1.0,1.0,1.0
abstention,10,halfpersonal,post,1.0,1.0,1.0
abstention,10,halfpersonal,post,1.0,1.0,1.0
abstention,10,halfpersonal,post,1.0,1.0,1.0
abstention,10,halfpersonal,post,1.0,1.0,1.0
abstention,10,halfpersonal,post,2.0,1.0,1.0
abstention,10,halfpersonal,post,2.0,1.0,1.0
abstention,10,halfpersonal,post,2.0,1.0,1.0
abstention,10,halfpersonal,post,2.0,1.0,1.0
abstention,10,halfpersonal,post,2.0,1.0,1.0
abstention,10,nonpersonal,pre,,3.0,2.8774
abstention,10,nonpersonal,pre,,3.0,2.8774
abstention,10,nonpersonal,pre,,2.0,2.7867
abstention,10,nonpersonal,pre,,3.0,2.8001
abstention,10,nonpersonal,pre,,3.0,2.7867
abstention,10,nonpersonal,post,0.0,1.0,1.0
abstention,10,nonpersonal,post,0.0,1.0,1.0
abstention,10,nonpersonal,post,0.0,1.0,1.0
abstention,10,nonpersonal,post,0.0,1.0,1.0
abstention,10,nonpersonal,post,0.0,1.0,1.0
abstention,10,nonpersonal,post,1.0,1.0,1.0
abstention,10,nonpersonal,post,1.0,1.0,1.0
abstention,10,nonpersonal,post,1.0,1.0,1.0
abstention,10,nonpersonal,post,1.0,1.0,1.0
abstention,10,nonpersonal,post,1.0,1.0,1.0
abstention,10,nonpersonal,post,2.0,1.0,1.0
abstention,10,nonpersonal,post,2.0,1.0,1.0
abstention,10,nonpersonal,post,2.0,1.0,1.0
abstention,10,nonpersonal,post,2.0,1.0,1.0
abstention,10,nonpersonal,post,2.0,1.0,1.0
abstention,10,probe-log,post,0.0,1.0,1.0028
abstention,10,probe-log,post,0.0,1.0,1.0028
abstention,10,probe-log,post,0.0,1.0,1.0028
abstention,10,probe-log,post,0.0,1.0,1.0028
abstention,10,probe-log,post,0.0,1.0,1.0042
abstention,10,probe-log,post,1.0,1.0,1.0035
abstention,10,probe-log,post,1.0,1.0,1.0035
abstention,10,probe-log,post,1.0,1.0,1.0025
abstention,10,probe-log,post,1.0,1.0,1.0035
abstention,10,probe-log,post,1.0,1.0,1.0035
abstention,10,probe-log,post,2.0,1.0,1.0017
abstention,10,probe-log,post,2.0,1.0,1.0007
abstention,10,probe-log,post,2.0,1.0,1.0007
abstention,10,probe-log,post,2.0,1.0,1.0007
abstention,10,probe-log,post,2.0,1.0,1.0014
abstention,2,personal,pre,,1.0,1.0
abstention,2,personal,pre,,1.0,1.0
abstention,2,personal,pre,,1.0,1.0
abstention,2,personal,pre,,1.0,1.0
abstention,2,personal,pre,,1.0,1.0
abstention,2,personal,post,0.0,1.0,1.0
abstention,2,personal,post,0.0,1.0,1.0
abstention,2,personal,post,0.0,1.0,1.0
abstention,2,personal,post,0.0,1.0,1.0
abstention,2,personal,post,0.0,1.0,1.0
abstention,2,personal,post,1.0,1.0,1.0
abstention,2,personal,post,1.0,1.0,1.0
abstention,2,personal,post,1.0,1.0,1.0
abstention,2,personal,post,1.0,1.0,1.0
abstention,2,personal,post,1.0,1.0,1.0
abstention,2,personal,post,2.0,1.0,1.0
abstention,2,personal,post,2.0,1.0,1.0
abstention,2,personal,post,2.0,1.0,1.0
abstention,2,personal,post,2.0,1.0,1.0
abstention,2,personal,post,2.0,1.0,1.0
abstention,2,halfpersonal,pre,,1.0,1.0014
abstention,2,halfpersonal,pre,,1.0,1.001
abstention,2,halfpersonal,pre,,1.0,1.0014
abstention,2,halfpersonal,pre,,1.0,1.0014
abstention,2,halfpersonal,pre,,1.0,1.0014
abstention,2,halfpersonal,post,0.0,1.0,1.0
abstention,2,halfpersonal,post,0.0,1.0,1.0
abstention,2,halfpersonal,post,0.0,1.0,1.0
abstention,2,halfpersonal,post,0.0,1.0,1.0
abstention,2,halfpersonal,post,0.0,1.0,1.0
abstention,2,halfpersonal,post,1.0,1.0,1.0
abstention,2,halfpersonal,post,1.0,1.0,1.0
abstention,2,halfpersonal,post,1.0,1.0,1.0
abstention,2,halfpersonal,post,1.0,1.0,1.0
abstention,2,halfpersonal,post,1.0,1.0,1.0
abstention,2,halfpersonal,post,2.0,1.0,1.0
abstention,2,halfpersonal,post,2.0,1.0,1.0
abstention,2,halfpersonal,post,2.0,1.0,1.0
abstention,2,halfpersonal,post,2.0,1.0,1.0
abstention,2,halfpersonal,post,2.0,1.0,1.0
abstention,2,nonpersonal,pre,,1.0,1.0027
abstention,2,nonpersonal,pre,,1.0,1.0027
abstention,2,nonpersonal,pre,,1.0,1.0023
abstention,2,nonpersonal,pre,,1.0,1.0023
abstention,2,nonpersonal,pre,,1.0,1.0023
abstention,2,nonpersonal,post,0.0,1.0,1.0
abstention,2,nonpersonal,post,0.0,1.0,1.0
abstention,2,nonpersonal,post,0.0,1.0,1.0
abstention,2,nonpersonal,post,0.0,1.0,1.0
abstention,2,nonpersonal,post,0.0,1.0,1.0
abstention,2,nonpersonal,post,1.0,1.0,1.0
abstention,2,nonpersonal,post,1.0,1.0,1.0
abstention,2,nonpersonal,post,1.0,1.0,1.0
abstention,2,nonpersonal,post,1.0,1.0,1.0
abstention,2,nonpersonal,post,1.0,1.0,1.0
abstention,2,nonpersonal,post,2.0,1.0,1.0
abstention,2,nonpersonal,post,2.0,1.0,1.0
abstention,2,nonpersonal,post,2.0,1.0,1.0
abstention,2,nonpersonal,post,2.0,1.0,1.0
abstention,2,nonpersonal,post,2.0,1.0,1.0
abstention,2,probe-log,post,0.0,1.0,1.0001
abstention,2,probe-log,post,0.0,1.0,1.0001
abstention,2,probe-log,post,0.0,1.0,1.0001
abstention,2,probe-log,post,0.0,1.0,1.0001
abstention,2,probe-log,post,0.0,1.0,1.0001
abstention,2,probe-log,post,1.0,1.0,1.0001
abstention,2,probe-log,post,1.0,1.0,1.0001
abstention,2,probe-log,post,1.0,1.0,1.0001
abstention,2,probe-log,post,1.0,1.0,1.0001
abstention,2,probe-log,post,1.0,1.0,1.0001
abstention,2,probe-log,post,2.0,1.0,1.0
abstention,2,probe-log,post,2.0,1.0,1.0001
abstention,2,probe-log,post,2.0,1.0,1.0
abstention,2,probe-log,post,2.0,1.0,1.0001
abstention,2,probe-log,post,2.0,1.0,1.0
abstention,2,probe-log-inline,post,0.0,1.0,1.0064
abstention,2,probe-log-inline,post,0.0,1.0,1.0064
abstention,2,probe-log-inline,post,0.0,1.0,1.0072
abstention,2,probe-log-inline,post,0.0,1.0,1.0072
abstention,2,probe-log-inline,post,0.0,1.0,1.0072
abstention,2,probe-log-inline,post,1.0,3.0,2.9497
abstention,2,probe-log-inline,post,1.0,2.0,2.9497
abstention,2,probe-log-inline,post,1.0,3.0,2.9497
abstention,2,probe-log-inline,post,1.0,3.0,2.9497
abstention,2,probe-log-inline,post,1.0,3.0,2.9497
abstention,2,probe-log-inline,post,2.0,1.0,1.011
abstention,2,probe-log-inline,post,2.0,1.0,1.011
abstention,2,probe-log-inline,post,2.0,1.0,1.011
abstention,2,probe-log-inline,post,2.0,1.0,1.011
abstention,2,probe-log-inline,post,2.0,1.0,1.011
abstention,3,personal,pre,,1.0,1.0
abstention,3,personal,pre,,1.0,1.0
abstention,3,personal,pre,,1.0,1.0
abstention,3,personal,pre,,1.0,1.0
abstention,3,personal,pre,,1.0,1.0
abstention,3,personal,post,0.0,1.0,1.0
abstention,3,personal,post,0.0,1.0,1.0
abstention,3,personal,post,0.0,1.0,1.0
abstention,3,personal,post,0.0,1.0,1.0
abstention,3,personal,post,0.0,1.0,1.0
abstention,3,personal,post,1.0,1.0,1.0
abstention,3,personal,post,1.0,1.0,1.0
abstention,3,personal,post,1.0,1.0,1.0
abstention,3,personal,post,1.0,1.0,1.0
abstention,3,personal,post,1.0,1.0,1.0
abstention,3,personal,post,2.0,1.0,1.0
abstention,3,personal,post,2.0,1.0,1.0
abstention,3,personal,post,2.0,1.0,1.0
abstention,3,personal,post,2.0,1.0,1.0
abstention,3,personal,post,2.0,1.0,1.0
abstention,3,halfpersonal,pre,,1.0,1.0003
abstention,3,halfpersonal,pre,,1.0,1.0002
abstention,3,halfpersonal,pre,,1.0,1.0002
abstention,3,halfpersonal,pre,,1.0,1.0002
abstention,3,halfpersonal,pre,,1.0,1.0002
abstention,3,halfpersonal,post,0.0,1.0,1.0
abstention,3,halfpersonal,post,0.0,1.0,1.0
abstention,3,halfpersonal,post,0.0,1.0,1.0
abstention,3,halfpersonal,post,0.0,1.0,1.0
abstention,3,halfpersonal,post,0.0,1.0,1.0
abstention,3,halfpersonal,post,1.0,1.0,1.0
abstention,3,halfpersonal,post,1.0,1.0,1.0
abstention,3,halfpersonal,post,1.0,1.0,1.0
abstention,3,halfpersonal,post,1.0,1.0,1.0
abstention,3,halfpersonal,post,1.0,1.0,1.0
abstention,3,halfpersonal,post,2.0,1.0,1.0
abstention,3,halfpersonal,post,2.0,1.0,1.0
abstention,3,halfpersonal,post,2.0,1.0,1.0
abstention,3,halfpersonal,post,2.0,1.0,1.0
abstention,3,halfpersonal,post,2.0,1.0,1.0
abstention,3,nonpersonal,pre,,1.0,0.9999
abstention,3,nonpersonal,pre,,1.0,0.9999
abstention,3,nonpersonal,pre,,1.0,0.9999
abstention,3,nonpersonal,pre,,1.0,0.9998
abstention,3,nonpersonal,pre,,1.0,0.9998
abstention,3,nonpersonal,post,0.0,1.0,1.0
abstention,3,nonpersonal,post,0.0,1.0,1.0
abstention,3,nonpersonal,post,0.0,1.0,1.0
abstention,3,nonpersonal,post,0.0,1.0,1.0
abstention,3,nonpersonal,post,0.0,1.0,1.0
abstention,3,nonpersonal,post,1.0,1.0,1.0
abstention,3,nonpersonal,post,1.0,1.0,1.0
abstention,3,nonpersonal,post,1.0,1.0,1.0
abstention,3,nonpersonal,post,1.0,1.0,1.0
abstention,3,nonpersonal,post,1.0,1.0,1.0
abstention,3,nonpersonal,post,2.0,1.0,1.0
abstention,3,nonpersonal,post,2.0,1.0,1.0
abstention,3,nonpersonal,post,2.0,1.0,1.0
abstention,3,nonpersonal,post,2.0,1.0,1.0
abstention,3,nonpersonal,post,2.0,1.0,1.0
abstention,3,probe-log,post,0.0,1.0,1.0004
abstention,3,probe-log,post,0.0,1.0,1.0003
abstention,3,probe-log,post,0.0,1.0,1.0003
abstention,3,probe-log,post,0.0,1.0,1.0003
abstention,3,probe-log,post,0.0,1.0,1.0004
abstention,3,probe-log,post,1.0,1.0,1.0002
abstention,3,probe-log,post,1.0,1.0,1.0002
abstention,3,probe-log,post,1.0,1.0,1.0002
abstention,3,probe-log,post,1.0,1.0,1.0002
abstention,3,probe-log,post,1.0,1.0,1.0002
abstention,3,probe-log,post,2.0,1.0,1.0003
abstention,3,probe-log,post,2.0,1.0,1.0002
abstention,3,probe-log,post,2.0,1.0,1.0003
abstention,3,probe-log,post,2.0,1.0,1.0004
abstention,3,probe-log,post,2.0,1.0,1.0004
abstention,3,probe-log-inline,post,0.0,7.0,6.7313
abstention,3,probe-log-inline,post,0.0,7.0,6.7313
abstention,3,probe-log-inline,post,0.0,7.0,6.6821
abstention,3,probe-log-inline,post,0.0,7.0,6.6821
abstention,3,probe-log-inline,post,0.0,7.0,6.7103
abstention,3,probe-log-inline,post,1.0,7.0,6.6677
abstention,3,probe-log-inline,post,1.0,7.0,6.6677
abstention,3,probe-log-inline,post,1.0,7.0,6.6677
abstention,3,probe-log-inline,post,1.0,7.0,6.6677
abstention,3,probe-log-inline,post,2.0,7.0,6.3282
abstention,3,probe-log-inline,post,2.0,7.0,6.3282
abstention,3,probe-log-inline,post,2.0,7.0,6.6596
abstention,3,probe-log-inline,post,2.0,7.0,6.4012
abstention,3,probe-log-inline,post,2.0,7.0,6.7154
abstention,4,personal,pre,,1.0,1.0
abstention,4,personal,pre,,1.0,1.0
abstention,4,personal,pre,,1.0,1.0
abstention,4,personal,pre,,1.0,1.0
abstention,4,personal,pre,,1.0,1.0
abstention,4,personal,post,0.0,1.0,1.0
abstention,4,personal,post,0.0,1.0,1.0
abstention,4,personal,post,0.0,1.0,1.0
abstention,4,personal,post,0.0,1.0,1.0
abstention,4,personal,post,0.0,1.0,1.0
abstention,4,personal,post,1.0,1.0,1.0
abstention,4,personal,post,1.0,1.0,1.0
abstention,4,personal,post,1.0,1.0,1.0
abstention,4,personal,post,1.0,1.0,1.0
abstention,4,personal,post,1.0,1.0,1.0
abstention,4,personal,post,2.0,1.0,1.0
abstention,4,personal,post,2.0,1.0,1.0
abstention,4,personal,post,2.0,1.0,1.0
abstention,4,personal,post,2.0,1.0,1.0
abstention,4,personal,post,2.0,1.0,1.0
abstention,4,halfpersonal,pre,,1.0,1.0
abstention,4,halfpersonal,pre,,1.0,1.0
abstention,4,halfpersonal,pre,,1.0,1.0
abstention,4,halfpersonal,pre,,1.0,1.0
abstention,4,halfpersonal,pre,,1.0,1.0
abstention,4,halfpersonal,post,0.0,1.0,1.0
abstention,4,halfpersonal,post,0.0,1.0,1.0
abstention,4,halfpersonal,post,0.0,1.0,1.0
abstention,4,halfpersonal,post,0.0,1.0,1.0
abstention,4,halfpersonal,post,0.0,1.0,1.0
abstention,4,halfpersonal,post,1.0,1.0,1.0
abstention,4,halfpersonal,post,1.0,1.0,1.0
abstention,4,halfpersonal,post,1.0,1.0,1.0
abstention,4,halfpersonal,post,1.0,1.0,1.0
abstention,4,halfpersonal,post,1.0,1.0,1.0
abstention,4,halfpersonal,post,2.0,1.0,1.0
abstention,4,halfpersonal,post,2.0,1.0,1.0
abstention,4,halfpersonal,post,2.0,1.0,1.0
abstention,4,halfpersonal,post,2.0,1.0,1.0
abstention,4,halfpersonal,post,2.0,1.0,1.0
abstention,4,nonpersonal,pre,,1.0,1.0
abstention,4,nonpersonal,pre,,1.0,1.0
abstention,4,nonpersonal,pre,,1.0,1.0
abstention,4,nonpersonal,pre,,1.0,1.0
abstention,4,nonpersonal,pre,,1.0,1.0
abstention,4,nonpersonal,post,0.0,1.0,1.0
abstention,4,nonpersonal,post,0.0,1.0,1.0
abstention,4,nonpersonal,post,0.0,1.0,1.0
abstention,4,nonpersonal,post,0.0,1.0,1.0
abstention,4,nonpersonal,post,0.0,1.0,1.0
abstention,4,nonpersonal,post,1.0,1.0,1.0
abstention,4,nonpersonal,post,1.0,1.0,1.0
abstention,4,nonpersonal,post,1.0,1.0,1.0
abstention,4,nonpersonal,post,1.0,1.0,1.0
abstention,4,nonpersonal,post,1.0,1.0,1.0
abstention,4,nonpersonal,post,2.0,1.0,1.0
abstention,4,nonpersonal,post,2.0,1.0,1.0
abstention,4,nonpersonal,post,2.0,1.0,1.0
abstention,4,nonpersonal,post,2.0,1.0,1.0
abstention,4,nonpersonal,post,2.0,1.0,1.0
abstention,4,probe-log,post,0.0,1.0,1.0001
abstention,4,probe-log,post,0.0,1.0,1.0001
abstention,4,probe-log,post,0.0,1.0,1.0001
abstention,4,probe-log,post,0.0,1.0,1.0001
abstention,4,probe-log,post,0.0,1.0,1.0001
abstention,4,probe-log,post,1.0,1.0,1.0001
abstention,4,probe-log,post,1.0,1.0,1.0001
abstention,4,probe-log,post,1.0,1.0,1.0001
abstention,4,probe-log,post,1.0,1.0,1.0
abstention,4,probe-log,post,1.0,1.0,1.0001
abstention,4,probe-log,post,2.0,1.0,1.0001
abstention,4,probe-log,post,2.0,1.0,1.0001
abstention,4,probe-log,post,2.0,1.0,1.0001
abstention,4,probe-log,post,2.0,1.0,1.0001
abstention,4,probe-log,post,2.0,1.0,1.0001
abstention,4,probe-log-inline,post,0.0,3.0,1.5304
abstention,4,probe-log-inline,post,0.0,1.0,1.8602
abstention,4,probe-log-inline,post,0.0,3.0,2.0634
abstention,4,probe-log-inline,post,0.0,1.0,2.0634
abstention,4,probe-log-inline,post,0.0,1.0,1.4296
abstention,4,probe-log-inline,post,1.0,1.0,1.3423
abstention,4,probe-log-inline,post,1.0,1.0,1.1181
abstention,4,probe-log-inline,post,1.0,1.0,1.1181
abstention,4,probe-log-inline,post,1.0,1.0,1.3423
abstention,4,probe-log-inline,post,1.0,1.0,1.1087
abstention,4,probe-log-inline,post,2.0,1.0,1.2225
abstention,4,probe-log-inline,post,2.0,1.0,1.2225
abstention,4,probe-log-inline,post,2.0,1.0,1.5192
abstention,4,probe-log-inline,post,2.0,1.0,1.2225
abstention,4,probe-log-inline,post,2.0,1.0,1.2225
abstention,5,personal,pre,,1.0,1.0
abstention,5,personal,pre,,1.0,1.0
abstention,5,personal,pre,,1.0,1.0
abstention,5,personal,pre,,1.0,1.0
abstention,5,personal,pre,,1.0,1.0
abstention,5,personal,post,0.0,1.0,1.0
abstention,5,personal,post,0.0,1.0,1.0
abstention,5,personal,post,0.0,1.0,1.0
abstention,5,personal,post,0.0,1.0,1.0
abstention,5,personal,post,0.0,1.0,1.0
abstention,5,personal,post,1.0,1.0,1.0
abstention,5,personal,post,1.0,1.0,1.0
abstention,5,personal,post,1.0,1.0,1.0
abstention,5,personal,post,1.0,1.0,1.0
abstention,5,personal,post,1.0,1.0,1.0
abstention,5,personal,post,2.0,1.0,1.0
abstention,5,personal,post,2.0,1.0,1.0
abstention,5,personal,post,2.0,1.0,1.0
abstention,5,personal,post,2.0,1.0,1.0
abstention,5,personal,post,2.0,1.0,1.0
abstention,5,halfpersonal,pre,,1.0,1.0003
abstention,5,halfpersonal,pre,,1.0,1.0005
abstention,5,halfpersonal,pre,,1.0,1.0003
abstention,5,halfpersonal,pre,,1.0,1.0003
abstention,5,halfpersonal,pre,,1.0,1.0003
abstention,5,halfpersonal,post,0.0,1.0,1.0
abstention,5,halfpersonal,post,0.0,1.0,1.0
abstention,5,halfpersonal,post,0.0,1.0,1.0
abstention,5,halfpersonal,post,0.0,1.0,1.0
abstention,5,halfpersonal,post,0.0,1.0,1.0
abstention,5,halfpersonal,post,1.0,1.0,1.0
abstention,5,halfpersonal,post,1.0,1.0,1.0
abstention,5,halfpersonal,post,1.0,1.0,1.0
abstention,5,halfpersonal,post,1.0,1.0,1.0
abstention,5,halfpersonal,post,1.0,1.0,1.0
abstention,5,halfpersonal,post,2.0,1.0,1.0
abstention,5,halfpersonal,post,2.0,1.0,1.0
abstention,5,halfpersonal,post,2.0,1.0,1.0
abstention,5,halfpersonal,post,2.0,1.0,1.0
abstention,5,halfpersonal,post,2.0,1.0,1.0
abstention,5,nonpersonal,pre,,1.0,1.0004
abstention,5,nonpersonal,pre,,1.0,1.0002
abstention,5,nonpersonal,pre,,1.0,1.0002
abstention,5,nonpersonal,pre,,1.0,1.0002
abstention,5,nonpersonal,pre,,1.0,1.0002
abstention,5,nonpersonal,post,0.0,1.0,1.0
abstention,5,nonpersonal,post,0.0,1.0,1.0
abstention,5,nonpersonal,post,0.0,1.0,1.0
abstention,5,nonpersonal,post,0.0,1.0,1.0
abstention,5,nonpersonal,post,0.0,1.0,1.0
abstention,5,nonpersonal,post,1.0,1.0,1.0
abstention,5,nonpersonal,post,1.0,1.0,1.0
abstention,5,nonpersonal,post,1.0,1.0,1.0
abstention,5,nonpersonal,post,1.0,1.0,1.0
abstention,5,nonpersonal,post,1.0,1.0,1.0
abstention,5,nonpersonal,post,2.0,1.0,1.0
abstention,5,nonpersonal,post,2.0,1.0,1.0
abstention,5,nonpersonal,post,2.0,1.0,1.0
abstention,5,nonpersonal,post,2.0,1.0,1.0
abstention,5,nonpersonal,post,2.0,1.0,1.0
abstention,5,probe-log,post,0.0,1.0,1.0004
abstention,5,probe-log,post,0.0,1.0,1.0003
abstention,5,probe-log,post,0.0,1.0,1.0003
abstention,5,probe-log,post,0.0,1.0,1.0002
abstention,5,probe-log,post,0.0,1.0,1.0002
abstention,5,probe-log,post,1.0,1.0,1.0006
abstention,5,probe-log,post,1.0,1.0,1.0005
abstention,5,probe-log,post,1.0,1.0,1.0005
abstention,5,probe-log,post,1.0,1.0,1.0005
abstention,5,probe-log,post,1.0,1.0,1.0006
abstention,5,probe-log,post,2.0,1.0,1.0008
abstention,5,probe-log,post,2.0,1.0,1.0005
abstention,5,probe-log,post,2.0,1.0,1.0004
abstention,5,probe-log,post,2.0,1.0,1.0005
abstention,5,probe-log,post,2.0,1.0,1.0005
abstention,5,probe-log-inline,post,0.0,1.0,1.0353
abstention,5,probe-log-inline,post,0.0,1.0,1.0353
abstention,5,probe-log-inline,post,0.0,1.0,1.0353
abstention,5,probe-log-inline,post,0.0,1.0,1.0353
abstention,5,probe-log-inline,post,0.0,1.0,1.0353
abstention,5,probe-log-inline,post,1.0,7.0,5.0332
abstention,5,probe-log-inline,post,2.0,7.0,4.834
abstention,5,probe-log-inline,post,2.0,4.0,4.9055
abstention,6,personal,pre,,1.0,1.0
abstention,6,personal,pre,,1.0,1.0
abstention,6,personal,pre,,1.0,1.0
abstention,6,personal,pre,,1.0,1.0
abstention,6,personal,pre,,1.0,1.0
abstention,6,personal,post,0.0,1.0,1.0
abstention,6,personal,post,0.0,1.0,1.0
abstention,6,personal,post,0.0,1.0,1.0
abstention,6,personal,post,0.0,1.0,1.0
abstention,6,personal,post,0.0,1.0,1.0
abstention,6,personal,post,1.0,1.0,1.0
abstention,6,personal,post,1.0,1.0,1.0
abstention,6,personal,post,1.0,1.0,1.0
abstention,6,personal,post,1.0,1.0,1.0
abstention,6,personal,post,1.0,1.0,1.0
abstention,6,personal,post,2.0,1.0,1.0
abstention,6,personal,post,2.0,1.0,1.0
abstention,6,personal,post,2.0,1.0,1.0
abstention,6,personal,post,2.0,1.0,1.0
abstention,6,personal,post,2.0,1.0,1.0
abstention,6,halfpersonal,pre,,1.0,1.0002
abstention,6,halfpersonal,pre,,1.0,1.0003
abstention,6,halfpersonal,pre,,1.0,1.0002
abstention,6,halfpersonal,pre,,1.0,1.0003
abstention,6,halfpersonal,pre,,1.0,1.0002
abstention,6,halfpersonal,post,0.0,1.0,1.0
abstention,6,halfpersonal,post,0.0,1.0,1.0
abstention,6,halfpersonal,post,0.0,1.0,1.0
abstention,6,halfpersonal,post,0.0,1.0,1.0
abstention,6,halfpersonal,post,0.0,1.0,1.0
